epoch,binary_crossentropy,dice_coef,loss,precision,recall,val_binary_crossentropy,val_dice_coef,val_loss,val_precision,val_recall
15,0.5490482023784092,0.7299460853849139,-0.7299461024148124,0.6611770476613726,0.8325432113238743,1.809380292892456,0.5424270033836365,-0.5424270033836365,0.3964231312274933,0.8804624080657959
16,0.5530911002840314,0.745823860168457,-0.745823894228254,0.6755320089203971,0.8475342052323478,1.8914833068847656,0.5452589392662048,-0.5452589392662048,0.39608004689216614,0.8781840801239014
17,0.5396943092346191,0.7396481533845266,-0.7396481732527415,0.6615281105041504,0.8554868201414744,1.741769552230835,0.554070234298706,-0.554070234298706,0.40867286920547485,0.8655412197113037
18,0.4674124760287149,0.7618218490055629,-0.7618218319756644,0.7183818135942731,0.8232994760785785,1.7474676370620728,0.5550947785377502,-0.5550947785377502,0.41040220856666565,0.8613020181655884
19,0.5020362564495632,0.7471249955041068,-0.7471249614443097,0.7096886038780212,0.804786741733551,1.732170820236206,0.5536576509475708,-0.5536576509475708,0.4090549647808075,0.8599947690963745
20,0.5250657548507055,0.7444941600163778,-0.7444941798845927,0.6948799788951874,0.8143156270186106,1.8195397853851318,0.5507575869560242,-0.5507575869560242,0.4040467441082001,0.8674086928367615
21,0.49328534092221943,0.7626560500689915,-0.76265606709889,0.7147599628993443,0.828471268926348,1.880244493484497,0.5527793765068054,-0.5527793765068054,0.4071628451347351,0.8636736869812012
22,0.537100442818233,0.7550503867013114,-0.7550504037312099,0.6960554463522775,0.8382606846945626,1.8751417398452759,0.5542073249816895,-0.5542073249816895,0.4102180004119873,0.8591917753219604
23,0.468193585673968,0.7689779202143351,-0.7689778804779053,0.7068285942077637,0.8575162291526794,1.6729118824005127,0.5627751350402832,-0.5627751350402832,0.4230870008468628,0.8442145586013794
24,0.4674503377505711,0.7734074166842869,-0.7734073996543884,0.7364480154854911,0.8261580807822091,1.6545177698135376,0.5594806671142578,-0.5594806671142578,0.4210813045501709,0.8374915719032288
25,0.46105070199285236,0.7728812098503113,-0.7728812098503113,0.7216385177203587,0.8432528717177254,1.470738410949707,0.569362223148346,-0.569362223148346,0.4336508810520172,0.8322439789772034
26,0.47353747487068176,0.7695477505524954,-0.7695477505524954,0.7250074744224548,0.8346914152304331,1.4173930883407593,0.5706633925437927,-0.5706633925437927,0.43750184774398804,0.8227384686470032
27,0.4345463897500719,0.7885217836924961,-0.7885218007223946,0.7431277121816363,0.8525883044515338,1.4861533641815186,0.5704330205917358,-0.5704330205917358,0.43627193570137024,0.8255583643913269
28,0.4124803585665567,0.7958125131470817,-0.7958125131470817,0.7588438902582441,0.8457113078662327,1.3632608652114868,0.5767134428024292,-0.5767134428024292,0.44698354601860046,0.8167625069618225
29,0.4347057392199834,0.7863219380378723,-0.7863219380378723,0.7573077778021494,0.8297898173332214,1.2732597589492798,0.5767902731895447,-0.5767902731895447,0.452923983335495,0.7962202429771423
30,0.38292167867933,0.8073375906263079,-0.8073376246861049,0.7900841661861965,0.836407482624054,1.0796812772750854,0.5788837671279907,-0.5788837671279907,0.46775203943252563,0.7677971124649048
31,0.40100905299186707,0.7975427252905709,-0.7975426912307739,0.7740946412086487,0.8327153750828334,1.1010472774505615,0.5770462155342102,-0.5770462155342102,0.4611299932003021,0.775192379951477
32,0.441818247238795,0.7960283656915029,-0.7960283656915029,0.7583755155404409,0.8490862945715586,1.2501213550567627,0.5766523480415344,-0.5766523480415344,0.4530428349971771,0.7964630126953125
33,0.421591579914093,0.803152893270765,-0.8031529103006635,0.7728158916745868,0.8453825116157532,1.225064992904663,0.5802920460700989,-0.5802920460700989,0.45514756441116333,0.8020840883255005
34,0.43325414827891756,0.8072031310626439,-0.8072031651224408,0.786519570010049,0.8363490956170219,1.322204351425171,0.5771546363830566,-0.5771546363830566,0.45090389251708984,0.8030178546905518
35,0.4311532626549403,0.807049036026001,-0.8070489962895712,0.7696462968985239,0.8551611502965292,1.3752375841140747,0.580470085144043,-0.580470085144043,0.45240965485572815,0.8130835890769958
36,0.4061211177280971,0.8138130818094526,-0.8138130818094526,0.7821268524442401,0.8575306790215629,1.3181694746017456,0.582254946231842,-0.582254946231842,0.4575973153114319,0.8015985488891602
37,0.4361268367086138,0.8035341075488499,-0.8035340905189514,0.7589597957474845,0.8647482565471104,1.3688504695892334,0.5801259279251099,-0.5801259279251099,0.4546416401863098,0.8025509715080261
38,0.38008039196332294,0.8214647074540457,-0.8214647273222605,0.7887418270111084,0.8667663037776947,1.075701117515564,0.5873447060585022,-0.5873447060585022,0.47617724537849426,0.7674609422683716
39,0.4080596310751779,0.8157941784177508,-0.8157941954476493,0.7941853489194598,0.8469919051442828,1.0772159099578857,0.5843527913093567,-0.5843527913093567,0.47355255484580994,0.7635579109191895
40,0.4108149324144636,0.8209854023797172,-0.8209853853498187,0.7782254133905683,0.8748040284429278,0.7596327066421509,0.5830003023147583,-0.5830003023147583,0.5164544582366943,0.6893067955970764
41,0.40819335480531055,0.8204051554203033,-0.8204051554203033,0.8062757452329,0.8452578683694204,0.6577852964401245,0.5690337419509888,-0.5690337419509888,0.5298038125038147,0.6368865370750427
42,0.38339088218552725,0.8272584761892047,-0.8272584591593061,0.7917978082384381,0.8743590882846287,0.7078405618667603,0.5768926739692688,-0.5768926739692688,0.5225776433944702,0.6699783205986023
43,0.4019779562950134,0.8322020258222308,-0.8322019917624337,0.80032822063991,0.8732184001377651,0.869986355304718,0.5823153853416443,-0.5823153853416443,0.4936671555042267,0.7206057906150818
44,0.36979489028453827,0.8367928365866343,-0.8367928564548492,0.7994062105814616,0.8841153879960378,0.6616109013557434,0.5697126984596252,-0.5697126984596252,0.5340670943260193,0.637932300567627
45,0.34306072763034273,0.8449960350990295,-0.844996018069131,0.8211979525429862,0.8787590180124555,0.5280417203903198,0.4987250864505768,-0.4987250864505768,0.5777677297592163,0.4544520676136017
46,0.33901157549449373,0.8441311802182879,-0.8441311631883893,0.8170238477843148,0.8807593073163714,0.5471594929695129,0.5269519686698914,-0.5269519686698914,0.5521484613418579,0.5178531408309937
47,0.3668295492728551,0.8398194015026093,-0.8398193816343943,0.8095411161581675,0.880559116601944,0.7120851278305054,0.5739179849624634,-0.5739179849624634,0.5265788435935974,0.6570926904678345
48,0.3433242780821664,0.8453406521252224,-0.8453406350953239,0.8177631412233625,0.8829571008682251,0.6703987121582031,0.5578950643539429,-0.5578950643539429,0.5355426073074341,0.6054007411003113
49,0.36703080364636015,0.8399198481014797,-0.8399198821612767,0.8201473355293274,0.8665180632046291,0.9224128723144531,0.5692316293716431,-0.5692316293716431,0.4921983778476715,0.6857025623321533
50,0.3609377344449361,0.8478557765483856,-0.8478557964166006,0.8244272271792094,0.8785208861033121,0.9665590524673462,0.5603120923042297,-0.5603120923042297,0.4840068817138672,0.6779151558876038
51,0.35891893080302645,0.8467392580849784,-0.8467392410550799,0.8276445099285671,0.8730202828134809,0.9732327461242676,0.5528889894485474,-0.5528889894485474,0.4792534112930298,0.6684470176696777
52,0.32887980341911316,0.8538376859256199,-0.8538376688957214,0.8188201529639108,0.8986744199480329,1.046690583229065,0.5643540024757385,-0.5643540024757385,0.480051189661026,0.7003809809684753
53,0.34855917096138,0.8475681444009145,-0.8475681841373444,0.8099358479181925,0.8976899882157644,0.8166584968566895,0.4822487235069275,-0.4822487235069275,0.46112513542175293,0.5048367977142334
54,0.3130144647189549,0.8579303281647819,-0.8579303622245789,0.8620898723602295,0.8616070832524981,0.8958097696304321,0.5366086363792419,-0.5366086363792419,0.48436760902404785,0.6116194725036621
55,0.3632281507764544,0.8502072266169957,-0.8502072266169957,0.8213022691862923,0.8871210047176906,1.046422004699707,0.5657601952552795,-0.5657601952552795,0.486989825963974,0.6885411143302917
56,0.36599473158518475,0.8493317862351736,-0.8493317862351736,0.81046129266421,0.8979732096195221,0.9266347885131836,0.5372436046600342,-0.5372436046600342,0.48997777700424194,0.596642255783081
57,0.30645148030349184,0.8639994008200509,-0.8639994519097465,0.8330923063414437,0.9026564529963902,0.8025832176208496,0.5189570188522339,-0.5189570188522339,0.5110511183738708,0.5375924110412598
58,0.3278532794543675,0.858749909060342,-0.8587498409407479,0.8422732268060956,0.8811881627355304,0.6651497483253479,0.49589502811431885,-0.49589499831199646,0.5249292850494385,0.4714835286140442
59,0.2950311005115509,0.8689685761928558,-0.8689686159292856,0.8433802922566732,0.9014005959033966,0.6471646428108215,0.44321587681770325,-0.44321590662002563,0.555660605430603,0.37323522567749023
60,0.30365879620824543,0.8673449158668518,-0.8673449158668518,0.8577470268521991,0.8832309331212725,0.6722322702407837,0.44158241152763367,-0.4415823817253113,0.5222540497779846,0.3845708668231964
61,0.31437181149210247,0.8649931379726955,-0.8649931039128985,0.8297586696488517,0.9101314118930272,0.7630082368850708,0.44815897941589355,-0.44815897941589355,0.4839843213558197,0.42184582352638245
62,0.32211610674858093,0.8669633766015371,-0.8669634163379669,0.8432375192642212,0.8991889158884684,0.842932403087616,0.4652899503707886,-0.46528998017311096,0.47177863121032715,0.46453648805618286
63,0.3139287659100124,0.8708516699927193,-0.8708516699927193,0.8470036046845573,0.9008046218327114,0.8425478935241699,0.48994743824005127,-0.4899474084377289,0.4816235899925232,0.5016807317733765
64,0.331695875951222,0.8671844601631165,-0.867184477193015,0.853372437613351,0.8866944909095764,0.7593308687210083,0.5301420092582703,-0.5301420092582703,0.5164542198181152,0.5568462014198303
65,0.31831707060337067,0.86858598391215,-0.86858598391215,0.8357575138409933,0.908771147330602,0.6652929186820984,0.4811773896217346,-0.4811773896217346,0.5343205332756042,0.4400351047515869
66,0.31859312312943594,0.8599329420498439,-0.8599329250199454,0.8210774234363011,0.9077143498829433,0.6770938038825989,0.423820436000824,-0.423820436000824,0.5678489208221436,0.3453350365161896
67,0.30826424275125774,0.8725422961371285,-0.8725422961371285,0.8669066514287677,0.8828998122896466,0.7363996505737305,0.4726162552833557,-0.4726162552833557,0.5036706924438477,0.4497086703777313
68,0.3211805820465088,0.8680910666783651,-0.8680911064147949,0.8535917401313782,0.8874659339586893,0.779935896396637,0.4955345392227173,-0.4955345094203949,0.4992551803588867,0.5007096529006958
69,0.2892110220023564,0.8769744123731341,-0.8769744294030326,0.847816024507795,0.9131044489996774,0.7276880741119385,0.4352477490901947,-0.4352477490901947,0.4803412854671478,0.39424440264701843
70,0.312395487512861,0.8728845545223781,-0.8728845715522766,0.8478723849569049,0.9036919219153268,0.9046556353569031,0.14054396748542786,-0.14054396748542786,0.49988865852355957,0.04192500188946724
71,0.2853831375638644,0.8794193168481191,-0.8794193168481191,0.8539394438266754,0.9118314981460571,0.8147794604301453,0.3625721335411072,-0.3625721335411072,0.4348725378513336,0.30232688784599304
72,0.2963559925556183,0.8787391356059483,-0.8787391356059483,0.859601983002254,0.9033763153212411,0.792782187461853,0.3956381380558014,-0.3956381380558014,0.4729391932487488,0.33568012714385986
73,0.3172243578093393,0.8729819740567889,-0.8729820421763829,0.8530783568109784,0.8984487141881671,0.7328499555587769,0.35115188360214233,-0.35115188360214233,0.5979148745536804,0.24740420281887054
74,0.31546954313913983,0.8771534562110901,-0.8771534164746603,0.864332248767217,0.8956961234410604,0.67230623960495,0.37644264101982117,-0.37644264101982117,0.6187614798545837,0.27112123370170593
75,0.26527122940335957,0.8875040071351188,-0.8875039560454232,0.852145220552172,0.9299286093030658,0.6856513619422913,0.38300010561943054,-0.38300010561943054,0.5891970992088318,0.2927280068397522
76,0.318195709160396,0.8750659738268171,-0.8750660078866142,0.8471008283751351,0.9083482878548759,0.7285351753234863,0.4263854920864105,-0.4263854920864105,0.516470193862915,0.3583887219429016
77,0.3036315192778905,0.8769097824891409,-0.8769098222255707,0.8628906607627869,0.8955712616443634,0.810290515422821,0.48740071058273315,-0.48740071058273315,0.5130026936531067,0.46380817890167236
78,0.2895756959915161,0.8833825247628349,-0.8833825758525303,0.8639519470078605,0.9075046948024205,0.7510561347007751,0.43039825558662415,-0.43039828538894653,0.5058642029762268,0.36729663610458374
79,0.28334986312048777,0.8864544970648629,-0.8864544970648629,0.8629980257579258,0.9157344613756452,0.7913656234741211,0.2734103202819824,-0.2734103202819824,0.7211909294128418,0.15018300712108612
80,0.305829515059789,0.879626045624415,-0.87962606549263,0.855961392323176,0.9086524148782095,0.7209874391555786,0.411502867937088,-0.4115028977394104,0.6624564528465271,0.3055949807167053
81,0.2765233474118369,0.8867226668766567,-0.8867226839065552,0.874573963029044,0.9029891320637294,0.7579718828201294,0.4096919596195221,-0.4096919596195221,0.5963789224624634,0.31310227513313293
82,0.2607810028961727,0.8896928770201546,-0.8896928429603577,0.8600416949817112,0.925387978553772,0.799490749835968,0.3866311013698578,-0.3866311013698578,0.5638868808746338,0.29043102264404297
83,0.2719483772913615,0.8898431460062662,-0.8898430864016215,0.8671953082084656,0.917744517326355,0.8629878759384155,0.47376853227615356,-0.47376853227615356,0.5100752711296082,0.4391573965549469
84,0.26544420633997234,0.8915274058069501,-0.8915274058069501,0.8626730271748134,0.9265918816838946,0.8415449857711792,0.4010900855064392,-0.4010900855064392,0.4892442226409912,0.3325614333152771
85,0.27761694363185335,0.8918993643351963,-0.8918993983949933,0.8840658494404384,0.9037128857203892,0.8550359606742859,0.2822282612323761,-0.2822282612323761,0.7079398036003113,0.16517890989780426
86,0.25063089032967883,0.8971684475739797,-0.8971684873104095,0.8818764487902323,0.9164743224779764,0.7233454585075378,0.4487702548503876,-0.4487702250480652,0.6216189861297607,0.3553633987903595
87,0.24819320440292358,0.8979061160768781,-0.8979060820170811,0.8699630839484078,0.9306491102491107,0.7628632187843323,0.4389582574367523,-0.4389582574367523,0.5760760307312012,0.353178471326828
88,0.26037331989833284,0.8933437211172921,-0.8933437551770892,0.868772634438106,0.9243789826120649,0.8853880763053894,0.24153991043567657,-0.24153991043567657,0.8327170610427856,0.12196534126996994
89,0.2777271568775177,0.8908375402291616,-0.8908375402291616,0.8778499265511831,0.9071954091389974,0.7039725184440613,0.46367180347442627,-0.4636717736721039,0.6830573678016663,0.3574736714363098
90,0.25875566261155264,0.8931121741022382,-0.8931121741022382,0.8744869743074689,0.9167387400354657,0.7268208265304565,0.4492845833301544,-0.4492846131324768,0.6543474197387695,0.3478374481201172
91,0.2492016213280814,0.898232102394104,-0.898232136453901,0.8910501173564366,0.9085690719740731,0.9250699281692505,0.23647934198379517,-0.23647932708263397,0.8189243674278259,0.12170389294624329
92,0.26610825459162396,0.8941335678100586,-0.8941335678100586,0.879793514808019,0.9124965866406759,0.7276758551597595,0.45311710238456726,-0.4531170725822449,0.6933313012123108,0.33764100074768066
93,0.267441315310342,0.8929358976227897,-0.8929358805928912,0.8602865593773978,0.9318200094359261,0.9069544672966003,0.24717961251735687,-0.24717959761619568,0.8366498947143555,0.12405692040920258
94,0.2384932722364153,0.9008201105254037,-0.9008200934955052,0.8878654326711383,0.9185748951775687,0.8897601962089539,0.29903820157051086,-0.29903820157051086,0.8446122407913208,0.16921266913414001
95,0.2624752074480057,0.892530769109726,-0.892530749241511,0.8739785452683767,0.9161602258682251,0.7621077299118042,0.46156665682792664,-0.46156662702560425,0.7638363838195801,0.3280981481075287
96,0.25553934488977703,0.8975602218082973,-0.8975602558680943,0.8896809560911996,0.9086323976516724,0.8098322153091431,0.4361048638820648,-0.4361048638820648,0.8395108580589294,0.29100993275642395
97,0.2291621799979891,0.9072153568267822,-0.9072153568267822,0.8983659148216248,0.9195317625999451,0.8481048345565796,0.4166776239871979,-0.4166776239871979,0.8321461081504822,0.27487486600875854
98,0.2536418115099271,0.8986535469690958,-0.8986535469690958,0.8704174856344858,0.932666540145874,0.9116962552070618,0.3716459274291992,-0.3716459274291992,0.8699598908424377,0.23087696731090546
99,0.22390618920326233,0.9077969534056527,-0.9077969023159572,0.8889555249895368,0.9309229680470058,0.8500115275382996,0.4362356960773468,-0.4362357258796692,0.8089461922645569,0.29889070987701416
100,0.2501302106039865,0.8987623623439244,-0.8987623623439244,0.8805764998708453,0.9206350275448391,1.0365978479385376,0.29054516553878784,-0.29054516553878784,0.8686006665229797,0.17109882831573486
101,0.24890458087126413,0.9009515345096588,-0.9009515146414439,0.8907150526841482,0.9156558612982432,1.0925774574279785,0.2283463329076767,-0.2283463180065155,0.9025241732597351,0.12553223967552185
102,0.2545639829976218,0.9011046971593585,-0.9011046801294599,0.8841116343225751,0.9217830044882638,0.7687093019485474,0.4771988093852997,-0.4771987795829773,0.8071526288986206,0.34055426716804504
103,0.25117055007389616,0.9020547781671796,-0.9020548122269767,0.8805017897060939,0.9278062411717006,0.9134687185287476,0.363786906003952,-0.363786906003952,0.8447853326797485,0.225237175822258
104,0.24988089750210443,0.9003016650676727,-0.9003017048041025,0.8843653202056885,0.919548104206721,1.071179747581482,0.25969821214675903,-0.25969821214675903,0.8975240588188171,0.14622394740581512
105,0.23504248687199183,0.9038821884563991,-0.9038821884563991,0.8865925669670105,0.9255567789077759,0.9238992929458618,0.3890385627746582,-0.3890385627746582,0.8592568635940552,0.24831926822662354
106,0.24856565254075186,0.9022581066404071,-0.90225807258061,0.8807531084333148,0.9279665265764508,0.8606565594673157,0.43059054017066956,-0.43059054017066956,0.8165714740753174,0.2883954644203186
107,0.23929135501384735,0.9053760468959808,-0.9053760270277659,0.8854632079601288,0.9288700918356577,1.0887815952301025,0.30103421211242676,-0.30103421211242676,0.8778850436210632,0.17828863859176636
108,0.2426603479044778,0.9017240915979657,-0.9017241426876613,0.8842146566935948,0.9238436222076416,1.214315414428711,0.22810448706150055,-0.22810450196266174,0.8896172046661377,0.1267274171113968
109,0.241315096616745,0.9020111049924578,-0.9020110879625592,0.8829165952546256,0.9240172590528216,1.2065972089767456,0.2786397635936737,-0.2786397635936737,0.8907081484794617,0.16254575550556183
110,0.24570615589618683,0.9038578569889069,-0.9038578371206919,0.8924338420232137,0.9195857346057892,1.3463399410247803,0.17144906520843506,-0.17144906520843506,0.8984490633010864,0.09087174385786057
111,0.22155353001185826,0.9111460873058864,-0.9111461213656834,0.8941156949315753,0.9320595690182277,1.0091720819473267,0.3616052567958832,-0.3616052567958832,0.8218733072280884,0.22678717970848083
112,0.23556150496006012,0.9058145199503217,-0.9058145540101188,0.8814971276691982,0.9350288169724601,0.9098676443099976,0.4513922333717346,-0.4513922333717346,0.7936214804649353,0.31274744868278503
113,0.23228957007328668,0.908063660065333,-0.908063660065333,0.898925393819809,0.9207372665405273,1.0225969552993774,0.3911384046077728,-0.3911384046077728,0.8408443927764893,0.25366026163101196
114,0.23276127236230032,0.9066521865980965,-0.906652169568198,0.8936086978231158,0.9236328857285636,1.209471344947815,0.2647959291934967,-0.2647959291934967,0.8560149669647217,0.15388062596321106
115,0.2301150517804282,0.9074778641973223,-0.9074778301375253,0.8915471264294216,0.9272808006831578,1.1622865200042725,0.30066782236099243,-0.30066782236099243,0.8783671855926514,0.17841936647891998
116,0.2235982765754064,0.9123350083827972,-0.9123349885145823,0.8910464942455292,0.9375844299793243,1.1356894969940186,0.35726460814476013,-0.35726460814476013,0.8954204320907593,0.2227347493171692
117,0.21972751830305373,0.909758916922978,-0.9097588998930795,0.8883295655250549,0.9353982635906765,1.249059796333313,0.3115781545639038,-0.3115781545639038,0.8798872828483582,0.18659894168376923
118,0.23233460741383688,0.9061910680362156,-0.9061910510063171,0.8880923901285444,0.9284293907029288,1.113952875137329,0.3765938878059387,-0.3765938878059387,0.8763444423675537,0.2388884723186493
119,0.23243542512257895,0.9080657462279002,-0.9080657660961151,0.8915690282980601,0.9282964070638021,1.269184947013855,0.2582654356956482,-0.2582654356956482,0.8870601654052734,0.14594382047653198
120,0.19792250437395914,0.9157247713633946,-0.9157248054231916,0.8950213279042926,0.9405071820531573,1.2322015762329102,0.2984231114387512,-0.2984231114387512,0.8657601475715637,0.17716814577579498
121,0.2296341700213296,0.9093151092529297,-0.9093150922230312,0.8996591057096209,0.9224498271942139,1.034367322921753,0.434419184923172,-0.4344192147254944,0.8534867167472839,0.28959065675735474
122,0.2371902416149775,0.9056062002976736,-0.9056062201658884,0.8829443355401357,0.9327996373176575,1.0325238704681396,0.44780510663986206,-0.44780510663986206,0.8505959510803223,0.3012063801288605
123,0.20542238226958684,0.9133404578481402,-0.9133404748780387,0.8907320329121181,0.9401797567095075,1.128210425376892,0.3956102132797241,-0.3956102132797241,0.8844819664955139,0.2523716986179352
124,0.22322564891406468,0.9106067163603646,-0.9106067163603646,0.8995571391923087,0.9251373495374408,1.0805009603500366,0.4235450029373169,-0.4235449731349945,0.8826290965080261,0.27735862135887146
125,0.23028293500343958,0.9097391267617544,-0.9097391466299692,0.8913694322109222,0.9316306809584299,0.9910127520561218,0.4599664509296417,-0.4599664807319641,0.8744103312492371,0.3115335702896118
126,0.23416734593255178,0.9117490308625358,-0.9117490478924343,0.8927215252603803,0.9343155877930778,1.0754550695419312,0.40253087878227234,-0.40253084897994995,0.8513029217720032,0.26172780990600586
127,0.2504179818289621,0.9036025319780622,-0.9036025149481637,0.8782500284058707,0.9338858468191964,1.1483409404754639,0.3511825501918793,-0.3511825501918793,0.8706285953521729,0.2180473655462265
128,0.2603205318252246,0.8994515736897787,-0.8994516134262085,0.8711550931135813,0.9338315625985464,1.2693202495574951,0.30406662821769714,-0.30406662821769714,0.8509087562561035,0.18097782135009766
129,0.23281554664884294,0.9097809025219509,-0.9097808854920524,0.8868921910013471,0.9366999694279262,1.301943063735962,0.32543328404426575,-0.32543328404426575,0.8627974987030029,0.19905506074428558
130,0.23817836812564305,0.9061646887234279,-0.9061647227832249,0.8817388074738639,0.935804716178349,1.313287377357483,0.32816484570503235,-0.32816484570503235,0.8884921669960022,0.19983939826488495
131,0.22539044171571732,0.9104768733183543,-0.9104768931865692,0.8906322419643402,0.9341314931710561,1.3039871454238892,0.3575252592563629,-0.3575252592563629,0.8967514038085938,0.2226973921060562
132,0.21179465736661637,0.9146381105695452,-0.9146381275994437,0.8989576527050563,0.9338611279215131,1.313431739807129,0.37154871225357056,-0.37154871225357056,0.8621814250946045,0.23692761361598969
133,0.23185947750295913,0.9087015305246625,-0.9087015305246625,0.8972662006105695,0.9240929910114833,1.2599834203720093,0.40526559948921204,-0.4052656292915344,0.8725170493125916,0.26495853066444397
134,0.2244647815823555,0.9106608132521311,-0.9106608331203461,0.8933833440144857,0.9313647846380869,1.163872480392456,0.45121222734451294,-0.45121222734451294,0.8595402240753174,0.3051280975341797
135,0.20499196648597717,0.916882940701076,-0.916882974760873,0.9061680606433323,0.9314721396991185,1.0416429042816162,0.5094155073165894,-0.5094155073165894,0.8536649346351624,0.3634309470653534
136,0.20540622515337809,0.9149796622140067,-0.9149796281542096,0.892744209085192,0.9409725751195636,1.0027952194213867,0.5416989326477051,-0.5416989326477051,0.8469018936157227,0.398446261882782
137,0.21265230824549994,0.9153198301792145,-0.9153198301792145,0.904865026473999,0.9293612937132517,1.0010979175567627,0.5379220843315125,-0.5379220843315125,0.8473368287086487,0.3930492401123047
138,0.21424551095281327,0.9160752977643695,-0.9160753318241665,0.9079524193491254,0.9270570959363665,0.9556121826171875,0.5657636523246765,-0.5657636523246765,0.8326130509376526,0.42813923954963684
139,0.20126883259841374,0.9172527960368565,-0.9172527619770595,0.9031031046594892,0.9351915121078491,0.9065449833869934,0.5849137306213379,-0.5849137306213379,0.8301925659179688,0.4508478343486786
140,0.2196932633717855,0.9120086332162222,-0.912008653084437,0.9027012487252554,0.9247190852959951,0.8580238223075867,0.6051003336906433,-0.6051003336906433,0.840034544467926,0.47209981083869934
141,0.206712150147983,0.9154330917767116,-0.9154330917767116,0.9009328058787754,0.9331492951938084,0.8309949040412903,0.629869282245636,-0.629869282245636,0.8461344838142395,0.5015686750411987
142,0.2158514814717429,0.9164720603397915,-0.9164721114294869,0.9136945264680045,0.9221041117395673,0.83014976978302,0.6228612065315247,-0.6228612065315247,0.8448984622955322,0.4950138330459595
143,0.20008652905623117,0.9178479512532552,-0.9178479313850403,0.9011772672335306,0.9382916291554769,0.8456136584281921,0.6216664910316467,-0.6216664910316467,0.8245841264724731,0.4998506009578705
144,0.19782027389322007,0.9189156293869019,-0.9189156464168003,0.9048797743661063,0.9367773107119969,0.7817952036857605,0.6562485694885254,-0.6562485694885254,0.8583524227142334,0.5319899916648865
145,0.21105015064988816,0.9166663374219622,-0.9166663033621651,0.9019074184553963,0.9351521474974496,0.741714596748352,0.6651932597160339,-0.6651932597160339,0.8458862900733948,0.5495069622993469
146,0.20349926998217902,0.9172828296820322,-0.9172828296820322,0.8977356652418772,0.9402625362078348,0.7182437777519226,0.6875364184379578,-0.6875364184379578,0.840258777141571,0.5845783352851868
147,0.20257205622536795,0.9155666743006025,-0.9155667083603996,0.8936605538640704,0.9413789510726929,0.6974356770515442,0.697016716003418,-0.697016716003418,0.829223096370697,0.601553738117218
148,0.20600600966385432,0.9177954282079425,-0.9177953941481454,0.905845650604793,0.9332079121044704,0.7266439199447632,0.6909089684486389,-0.6909089684486389,0.8304880857467651,0.593243420124054
